GeneName	HumanOrtholog	HumanTitle
vti-1	VTI1A 	 vesicle transport through interaction with t-SNAREs 1A
snb-1	VAMP1 	 vesicle-associated membrane protein 1 (synaptobrevin 1)
pfd-3	VBP1 	 von Hippel-Lindau binding protein 1
dcaf-1	VPRBP 	 Vpr (HIV-1) binding protein
wdfy-2	WDFY2 	 WD repeat and FYVE domain containing 2
unc-78	WDR1 	 WD repeat domain 1
aipl-1	WDR1 	 WD repeat domain 1
pro-1	WDR18 	 WD repeat domain 18
dyf-2	WDR19 	 WD repeat domain 19
ifta-1	WDR35 	 WD repeat domain 35
epg-6	WDR45 	 WD repeat domain 45
wdr-46	WDR46 	 WD repeat domain 46
nmtn-1	WDR47 	 WD repeat domain 47
wdr-5.1	WDR5 	 WD repeat domain 5
rbc-2	WDR7 	 WD repeat domain 7
gad-1	WDR70 	 WD repeat domain 70
swd-2.2	WDR82 	 WD repeat domain 82
atg-18	WIPI2 	 WD repeat domain, phosphoinositide interacting 2
wrn-1	WRN 	 Werner syndrome, RecQ helicase-like
egl-20	WNT16 	 wingless-type MMTV integration site family, member 16
cwn-1	WNT4 	 wingless-type MMTV integration site family, member 4
cwn-2	WNT5B 	 wingless-type MMTV integration site family, member 5B
wapl-1	WAPAL 	 wings apart-like homolog (Drosophila)
mig-14	WLS 	 wntless Wnt ligand secretion mediator
wwp-1	WWP1 	 WW domain containing E3 ubiquitin protein ligase 1
dhs-7	WWOX 	 WW domain containing oxidoreductase
dhs-8	WWOX 	 WW domain containing oxidoreductase
app-1	XPNPEP1 	 X-prolyl aminopeptidase (aminopeptidase P) 1, soluble
cku-70	XRCC6 	 X-ray repair complementing defective repair in Chinese hamster cells 6
xpa-1	XPA 	 xeroderma pigmentosum, complementation group A
ced-8	XKR6 	 XK, Kell blood group complex subunit-related family, member 6
sqv-3	B4GALT7 	 xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7
gfl-1	YEATS4 	 YEATS domain containing 4
yif-1	YIF1A 	 Yip1 interacting factor homolog A (S. cerevisiae)
ykt-6	YKT6 	 YKT6 v-SNARE homolog (S. cerevisiae)
ymel-1	YME1L1 	 YME1-like 1 ATPase
ztf-7	ZNF277 	 zinc finger protein 277
egrh-2	ZNF546 	 zinc finger protein 546
aip-1	ZFAND2B 	 zinc finger, AN1-type domain 2B
dhhc-2	ZDHHC14 	 zinc finger, DHHC-type containing 14
dhhc-1	ZDHHC24 	 zinc finger, DHHC-type containing 24
rabs-5	ZFYVE20 	 zinc finger, FYVE domain containing 20
zhit-1	ZNHIT1 	 zinc finger, HIT-type containing 1
fce-1	ZMPSTE24 	 zinc metallopeptidase STE24
czw-1	ZW10 	 zw10 kinetochore protein
zyg-11	ZYG11B 	 zyg-11 family member B, cell cycle regulator
zer-1	ZER1 	 zyg-11 related, cell cycle regulator
